event_rank,coverage,mca,confidence
0,0.0,0.5638629283489096,67.02326345443726
1,0.0015600624024961,0.5631825273010921,63.47345542907715
2,0.0031201248049922,0.5625,47.89961767196655
3,0.0046801872074883,0.5618153364632238,44.48759937286377
4,0.0062402496099844,0.5611285266457681,43.99788808822632
5,0.0078003120124804995,0.5620094191522763,41.9263710975647
6,0.0093603744149766,0.5613207547169812,41.66207838058472
7,0.0109204368174727,0.5606299212598426,41.407469749450684
8,0.0124804992199688,0.5615141955835962,41.38612413406372
9,0.014040561622464899,0.5608214849921012,40.62006139755249
10,0.015600624024960999,0.560126582278481,39.536258697509766
11,0.0171606864274571,0.5594294770206022,37.6139349937439
12,0.0187207488299532,0.5587301587301587,37.611382484436035
13,0.0202808112324493,0.5580286168521462,37.10144567489624
14,0.0218408736349454,0.5589171974522293,37.0773663520813
15,0.0234009360374415,0.5582137161084529,36.64304447174072
16,0.0249609984399376,0.5575079872204473,35.86035108566284
17,0.0265210608424337,0.5568,35.70909595489502
18,0.028081123244929798,0.5560897435897436,35.63037157058716
19,0.029641185647425898,0.5553772070626003,35.5714373588562
20,0.031201248049921998,0.5546623794212219,35.518855571746826
21,0.0327613104524181,0.5539452495974235,34.69498252868652
22,0.0343213728549142,0.5532258064516129,32.553868770599365
23,0.0358814352574103,0.5541195476575121,32.51982259750366
24,0.0374414976599064,0.5550161812297735,31.758254528045654
25,0.0390015600624025,0.5542949756888168,31.384625911712646
26,0.0405616224648986,0.5535714285714286,31.352246284484863
27,0.0421216848673947,0.5528455284552846,31.06911277770996
28,0.0436817472698908,0.5537459283387622,30.90986967086792
29,0.0452418096723869,0.5546492659053833,30.891510009765625
30,0.046801872074883,0.553921568627451,30.814297199249268
31,0.0483619344773791,0.5531914893617021,30.672390460968018
32,0.0499219968798752,0.5540983606557377,30.638466835021973
33,0.0514820592823713,0.5533661740558292,30.298038482666016
34,0.0530421216848674,0.5526315789473685,29.88189697265625
35,0.054602184087363496,0.5535420098846787,29.63022518157959
36,0.056162246489859596,0.5544554455445545,29.613245964050293
37,0.057722308892355696,0.5553719008264463,29.200623035430908
38,0.059282371294851796,0.5562913907284768,28.491219520568848
39,0.060842433697347896,0.5555555555555556,27.836800575256348
40,0.062402496099843996,0.5564784053156147,27.603256702423096
41,0.06396255850234009,0.5557404326123128,27.555936813354492
42,0.0655226209048362,0.555,27.42527437210083
43,0.0670826833073323,0.5559265442404007,26.728082180023193
44,0.0686427457098284,0.5551839464882943,26.124306201934814
45,0.07020280811232449,0.5561139028475712,26.05210828781128
46,0.0717628705148206,0.5553691275167785,25.537179470062256
47,0.0733229329173167,0.5546218487394958,25.522597312927246
48,0.0748829953198128,0.5538720538720538,25.37415313720703
49,0.07644305772230889,0.554806070826307,25.320480823516846
50,0.078003120124805,0.5540540540540541,25.25846290588379
51,0.0795631825273011,0.5532994923857868,25.014312744140625
52,0.0811232449297972,0.5525423728813559,25.00987672805786
53,0.08268330733229329,0.5534804753820034,24.997891426086426
54,0.0842433697347894,0.5544217687074829,24.525278091430664
55,0.0858034321372855,0.5536626916524702,24.26592779159546
56,0.0873634945397816,0.552901023890785,24.160548210144043
57,0.08892355694227769,0.5521367521367522,23.937931060791016
58,0.0904836193447738,0.5513698630136986,23.916314601898193
59,0.0920436817472699,0.5506003430531733,23.811299324035645
60,0.093603744149766,0.5498281786941581,23.796435356140137
61,0.09516380655226209,0.5507745266781411,23.77022647857666
62,0.0967238689547582,0.5517241379310345,23.743066787719727
63,0.0982839313572543,0.5526770293609672,23.62759494781494
64,0.0998439937597504,0.5519031141868512,23.564135551452637
65,0.10140405616224649,0.5511265164644714,23.54294490814209
66,0.1029641185647426,0.5520833333333334,23.484766483306885
67,0.1045241809672387,0.5530434782608695,23.349771976470947
68,0.1060842433697348,0.554006968641115,23.25299596786499
69,0.10764430577223089,0.5549738219895288,23.2419171333313
70,0.10920436817472699,0.5559440559440559,23.21681308746338
71,0.1107644305772231,0.5569176882661997,23.052334785461426
72,0.11232449297971919,0.5561403508771929,23.02466583251953
73,0.11388455538221529,0.5553602811950791,22.962355613708496
74,0.11544461778471139,0.5545774647887324,22.876415252685547
75,0.1170046801872075,0.5537918871252204,22.716928005218506
76,0.11856474258970359,0.5530035335689046,22.289238929748535
77,0.12012480499219969,0.5539823008849557,22.28544282913208
78,0.12168486739469579,0.5549645390070922,22.133756637573242
79,0.1232449297971919,0.5541740674955595,22.045653820037842
80,0.12480499219968799,0.5533807829181495,21.966476917266846
81,0.12636505460218408,0.5525846702317291,21.88208246231079
82,0.12792511700468018,0.5517857142857143,21.82121515274048
83,0.1294851794071763,0.5509838998211091,21.79064655303955
84,0.1310452418096724,0.5519713261648745,21.42343521118164
85,0.13260530421216848,0.5529622980251346,21.280238151550293
86,0.1341653666146646,0.552158273381295,21.068100929260254
87,0.1357254290171607,0.5513513513513514,21.00579071044922
88,0.1372854914196568,0.5505415162454874,20.988303661346436
89,0.13884555382215288,0.5515370705244123,20.905758380889893
90,0.14040561622464898,0.5507246376811594,20.900043964385986
91,0.1419656786271451,0.5517241379310345,20.69545602798462
92,0.1435257410296412,0.5509090909090909,20.241012573242188
93,0.14508580343213728,0.5500910746812386,20.071977615356445
94,0.1466458658346334,0.5492700729927007,20.059980392456055
95,0.1482059282371295,0.5484460694698354,19.649967670440674
96,0.1497659906396256,0.5494505494505495,19.622524738311768
97,0.15132605304212168,0.5504587155963303,19.504724979400635
98,0.15288611544461778,0.5496323529411765,19.467175483703613
99,0.1544461778471139,0.5506445672191529,19.232890605926514
100,0.15600624024961,0.551660516605166,19.040935039520264
101,0.15756630265210608,0.5508317929759704,18.948604106903076
102,0.1591263650546022,0.55,18.93818950653076
103,0.1606864274570983,0.5510204081632653,18.856566429138184
104,0.1622464898595944,0.5520446096654275,18.66126585006714
105,0.16380655226209048,0.5512104283054003,18.47135829925537
106,0.16536661466458658,0.5522388059701493,18.34964084625244
107,0.1669266770670827,0.5532710280373832,18.07445526123047
108,0.1684867394695788,0.5543071161048689,18.048832416534424
109,0.17004680187207488,0.5553470919324578,18.046698570251465
110,0.171606864274571,0.5545112781954887,18.042556762695312
111,0.1731669266770671,0.5555555555555556,17.987350463867188
112,0.1747269890795632,0.5547169811320755,17.875624656677246
113,0.17628705148205928,0.553875236294896,17.743436336517334
114,0.17784711388455537,0.5549242424242424,17.729917526245117
115,0.1794071762870515,0.5540796963946869,17.56948184967041
116,0.1809672386895476,0.5551330798479087,17.520925998687744
117,0.18252730109204368,0.5542857142857143,17.515340328216553
118,0.1840873634945398,0.5553435114503816,17.43723154067993
119,0.1856474258970359,0.5544933078393881,17.357932567596436
120,0.187207488299532,0.553639846743295,17.356465339660645
121,0.18876755070202808,0.5527831094049904,17.23337173461914
122,0.19032761310452417,0.551923076923077,17.180410861968994
123,0.1918876755070203,0.5529865125240848,16.917067050933838
124,0.1934477379095164,0.5540540540540541,16.911587715148926
125,0.19500780031201248,0.5551257253384912,16.725576877593994
126,0.1965678627145086,0.5562015503875969,16.69507360458374
127,0.1981279251170047,0.5553398058252427,16.693172454833984
128,0.1996879875195008,0.5544747081712063,16.576644897460938
129,0.20124804992199688,0.5536062378167641,16.49244976043701
130,0.20280811232449297,0.5546875,16.42651081085205
131,0.2043681747269891,0.5557729941291585,16.412248134613037
132,0.2059282371294852,0.5549019607843138,16.384095668792725
133,0.20748829953198128,0.555992141453831,16.295471668243408
134,0.2090483619344774,0.5570866141732284,15.996650218963623
135,0.2106084243369735,0.5562130177514792,15.888318538665771
136,0.2121684867394696,0.5573122529644269,15.572487354278564
137,0.21372854914196568,0.5564356435643565,15.507481098175049
138,0.21528861154446177,0.5555555555555556,15.36866569519043
139,0.2168486739469579,0.5546719681908548,15.302841186523438
140,0.21840873634945399,0.5537848605577689,15.074629783630371
141,0.21996879875195008,0.5528942115768463,14.95849609375
142,0.2215288611544462,0.554,14.89191722869873
143,0.2230889235569423,0.5531062124248497,14.638312816619873
144,0.22464898595943839,0.5542168674698795,14.381844520568848
145,0.22620904836193448,0.5553319919517102,14.378557682037354
146,0.22776911076443057,0.5544354838709677,14.321831703186035
147,0.2293291731669267,0.5535353535353535,14.31592845916748
148,0.23088923556942278,0.5526315789473685,14.279684066772461
149,0.23244929797191888,0.5517241379310345,14.261926651000977
150,0.234009360374415,0.5528455284552846,14.24602746963501
151,0.2355694227769111,0.5519348268839104,14.044769763946533
152,0.23712948517940718,0.5530612244897959,14.029064178466797
153,0.23868954758190328,0.5521472392638037,14.021893978118896
154,0.24024960998439937,0.5512295081967213,13.930065631866455
155,0.2418096723868955,0.5503080082135524,13.68415117263794
156,0.24336973478939158,0.5493827160493827,13.654345989227295
157,0.24492979719188768,0.5484536082474227,13.564794540405273
158,0.2464898595943838,0.5495867768595041,13.557840824127197
159,0.2480499219968799,0.5507246376811594,13.486435413360596
160,0.24960998439937598,0.5518672199170125,13.482880592346191
161,0.2511700468018721,0.5509355509355509,13.444865226745605
162,0.25273010920436817,0.55,13.380800247192383
163,0.2542901716068643,0.5511482254697286,13.328623294830322
164,0.25585023400936036,0.5523012552301255,13.315203189849854
165,0.2574102964118565,0.5513626834381551,13.051326751708984
166,0.2589703588143526,0.5525210084033614,12.99327802658081
167,0.26053042121684866,0.5536842105263158,12.87267017364502
168,0.2620904836193448,0.5548523206751055,12.849882125854492
169,0.2636505460218409,0.5560253699788583,12.835972785949707
170,0.26521060842433697,0.5572033898305084,12.833591938018799
171,0.2667706708268331,0.5562632696390658,12.750149250030518
172,0.2683307332293292,0.5574468085106383,12.692912101745605
173,0.2698907956318253,0.5565031982942431,12.61795425415039
174,0.2714508580343214,0.5576923076923077,12.55527639389038
175,0.27301092043681746,0.556745182012848,12.277222156524658
176,0.2745709828393136,0.555793991416309,12.214074611663818
177,0.2761310452418097,0.5548387096774193,12.2033052444458
178,0.27769110764430577,0.5560344827586207,12.188835144042969
179,0.2792511700468019,0.5572354211663066,12.047224521636963
180,0.28081123244929795,0.5584415584415584,11.978338241577148
181,0.2823712948517941,0.559652928416486,11.92798376083374
182,0.2839313572542902,0.5608695652173913,11.922825336456299
183,0.28549141965678626,0.5620915032679739,11.888413429260254
184,0.2870514820592824,0.5633187772925764,11.801082611083984
185,0.2886115444617785,0.562363238512035,11.800750255584717
186,0.29017160686427457,0.5614035087719298,11.65084171295166
187,0.2917316692667707,0.5604395604395604,11.542370796203613
188,0.2932917316692668,0.5616740088105727,11.388923645019531
189,0.2948517940717629,0.5629139072847682,11.378061771392822
190,0.296411856474259,0.5619469026548672,11.314331531524658
191,0.29797191887675506,0.5631929046563193,11.312887191772461
192,0.2995319812792512,0.5644444444444444,11.175690174102783
193,0.3010920436817473,0.5634743875278396,10.994080543518066
194,0.30265210608424337,0.5647321428571429,10.916135311126709
195,0.3042121684867395,0.5659955257270693,10.910502910614014
196,0.30577223088923555,0.5672645739910314,10.90410566329956
197,0.3073322932917317,0.5685393258426966,10.895753383636475
198,0.3088923556942278,0.5698198198198198,10.886127948760986
199,0.31045241809672386,0.5688487584650113,10.846107959747314
200,0.31201248049922,0.5678733031674208,10.717568397521973
201,0.3135725429017161,0.5668934240362812,10.7175612449646
202,0.31513260530421217,0.5659090909090909,10.67972183227539
203,0.3166926677067083,0.5671981776765376,10.64330530166626
204,0.3182527301092044,0.5662100456621004,10.618847846984863
205,0.31981279251170047,0.5675057208237986,10.525985717773438
206,0.3213728549141966,0.5688073394495413,10.36803913116455
207,0.32293291731669266,0.5701149425287356,10.309493064880371
208,0.3244929797191888,0.5714285714285714,10.255565643310547
209,0.3260530421216849,0.5704387990762124,10.216439723968506
210,0.32761310452418096,0.5694444444444444,10.168898105621338
211,0.3291731669266771,0.568445475638051,9.908514022827148
212,0.33073322932917315,0.5674418604651162,9.906648635864258
213,0.33229329173166927,0.5664335664335665,9.867685794830322
214,0.3338533541341654,0.5654205607476636,9.85953664779663
215,0.33541341653666146,0.5644028103044496,9.817846298217773
216,0.3369734789391576,0.5633802816901409,9.79232406616211
217,0.3385335413416537,0.5623529411764706,9.692085266113281
218,0.34009360374414976,0.5613207547169812,9.663360118865967
219,0.3416536661466459,0.5602836879432624,9.598956108093262
220,0.343213728549142,0.5616113744075829,9.575959205627441
221,0.34477379095163807,0.5605700712589073,9.41547155380249
222,0.3463338533541342,0.5595238095238095,9.388496398925781
223,0.34789391575663026,0.5584725536992841,9.35056447982788
224,0.3494539781591264,0.5574162679425837,9.34980583190918
225,0.3510140405616225,0.5563549160671463,9.278377056121826
226,0.35257410296411856,0.5552884615384616,9.198787212371826
227,0.3541341653666147,0.5542168674698795,9.134675025939941
228,0.35569422776911075,0.5531400966183575,9.087640285491943
229,0.35725429017160687,0.5520581113801453,9.085502624511719
230,0.358814352574103,0.5509708737864077,9.023521423339844
