event_rank,coverage,mca,confidence
0,0.0,0.7087227414330218,9.079147338867188
1,0.0015600624024961,0.7098283931357254,5.901401519775391
2,0.0031201248049922,0.709375,5.551055908203125
3,0.0046801872074883,0.7089201877934272,5.534854888916016
4,0.0062402496099844,0.7084639498432602,5.113582611083984
5,0.0078003120124804995,0.7080062794348508,4.946308135986328
6,0.0093603744149766,0.7075471698113207,4.940208435058594
7,0.0109204368174727,0.7070866141732284,4.8824615478515625
8,0.0124804992199688,0.7066246056782335,4.803230285644531
9,0.014040561622464899,0.7061611374407583,4.742572784423828
10,0.015600624024960999,0.7056962025316456,4.741558074951172
11,0.0171606864274571,0.705229793977813,4.679386138916016
12,0.0187207488299532,0.7063492063492064,4.6018218994140625
13,0.0202808112324493,0.7058823529411765,4.411376953125
14,0.0218408736349454,0.7054140127388535,4.376110076904297
15,0.0234009360374415,0.7049441786283892,4.336078643798828
16,0.0249609984399376,0.7044728434504792,4.269672393798828
17,0.0265210608424337,0.704,4.225028991699219
18,0.028081123244929798,0.7035256410256411,4.214145660400391
19,0.029641185647425898,0.7030497592295345,4.131561279296875
20,0.031201248049921998,0.702572347266881,4.131221771240234
21,0.0327613104524181,0.7020933977455717,4.0334625244140625
22,0.0343213728549142,0.7016129032258065,3.9822959899902344
23,0.0358814352574103,0.7011308562197092,3.9564170837402344
24,0.0374414976599064,0.7006472491909385,3.898509979248047
25,0.0390015600624025,0.700162074554295,3.8414344787597656
26,0.0405616224648986,0.6996753246753247,3.836669921875
27,0.0421216848673947,0.6991869918699187,3.8270835876464844
28,0.0436817472698908,0.6986970684039088,3.8156089782714844
29,0.0452418096723869,0.6982055464926591,3.798290252685547
30,0.046801872074883,0.6977124183006536,3.7026443481445312
31,0.0483619344773791,0.6972176759410802,3.671802520751953
32,0.0499219968798752,0.6967213114754098,3.662029266357422
33,0.0514820592823713,0.6962233169129721,3.6509132385253906
34,0.0530421216848674,0.6957236842105263,3.6504440307617188
35,0.054602184087363496,0.6952224052718287,3.6029739379882812
36,0.056162246489859596,0.6947194719471947,3.601390838623047
37,0.057722308892355696,0.6942148760330579,3.5141830444335938
38,0.059282371294851796,0.6937086092715232,3.4954833984375
39,0.060842433697347896,0.693200663349917,3.492351531982422
40,0.062402496099843996,0.6926910299003323,3.467082977294922
41,0.06396255850234009,0.6921797004991681,3.4538421630859375
42,0.0655226209048362,0.6916666666666667,3.4221038818359375
43,0.0670826833073323,0.6911519198664441,3.4217453002929688
44,0.0686427457098284,0.6906354515050167,3.4121475219726562
45,0.07020280811232449,0.6901172529313233,3.4120521545410156
46,0.0717628705148206,0.6895973154362416,3.406719207763672
47,0.0733229329173167,0.6890756302521008,3.3186874389648438
48,0.0748829953198128,0.6885521885521886,3.2546653747558594
49,0.07644305772230889,0.688026981450253,3.250988006591797
50,0.078003120124805,0.6891891891891891,3.2151336669921875
51,0.0795631825273011,0.688663282571912,3.186260223388672
52,0.0811232449297972,0.688135593220339,3.182647705078125
53,0.08268330733229329,0.6876061120543294,3.17388916015625
54,0.0842433697347894,0.6870748299319728,3.160320281982422
55,0.0858034321372855,0.686541737649063,3.150646209716797
56,0.0873634945397816,0.6877133105802048,3.1390838623046875
57,0.08892355694227769,0.6871794871794872,3.1062545776367188
58,0.0904836193447738,0.6866438356164384,3.1024093627929688
59,0.0920436817472699,0.6861063464837049,3.0715255737304688
60,0.093603744149766,0.6855670103092784,3.0705604553222656
61,0.09516380655226209,0.685025817555938,3.0372962951660156
62,0.0967238689547582,0.6844827586206896,3.0281524658203125
63,0.0982839313572543,0.6839378238341969,3.0083580017089844
64,0.0998439937597504,0.6851211072664359,2.9962539672851562
65,0.10140405616224649,0.6845753899480069,2.9735565185546875
66,0.1029641185647426,0.6840277777777778,2.9614906311035156
67,0.1045241809672387,0.6834782608695652,2.9025917053222656
68,0.1060842433697348,0.6846689895470384,2.9019203186035156
69,0.10764430577223089,0.6841186736474695,2.893890380859375
70,0.10920436817472699,0.6835664335664335,2.8915863037109375
71,0.1107644305772231,0.6830122591943958,2.8843841552734375
72,0.11232449297971919,0.6824561403508772,2.8722572326660156
73,0.11388455538221529,0.6836555360281195,2.8665084838867188
74,0.11544461778471139,0.6830985915492958,2.8591041564941406
75,0.1170046801872075,0.6825396825396826,2.8515357971191406
76,0.11856474258970359,0.6819787985865724,2.8444976806640625
77,0.12012480499219969,0.6814159292035398,2.8438262939453125
78,0.12168486739469579,0.6808510638297872,2.8394088745117188
79,0.1232449297971919,0.6802841918294849,2.8322372436523438
80,0.12480499219968799,0.6797153024911032,2.831775665283203
81,0.12636505460218408,0.6809269162210339,2.8273391723632812
82,0.12792511700468018,0.6803571428571429,2.8216209411621094
83,0.1294851794071763,0.6797853309481217,2.8181304931640625
84,0.1310452418096724,0.6792114695340502,2.801837921142578
85,0.13260530421216848,0.6786355475763016,2.790721893310547
86,0.1341653666146646,0.6780575539568345,2.7535552978515625
87,0.1357254290171607,0.6774774774774774,2.7431182861328125
88,0.1372854914196568,0.6768953068592057,2.7428321838378906
89,0.13884555382215288,0.6763110307414105,2.7237625122070312
90,0.14040561622464898,0.6757246376811594,2.722522735595703
91,0.1419656786271451,0.6751361161524501,2.7222824096679688
92,0.1435257410296412,0.6745454545454546,2.7219619750976562
93,0.14508580343213728,0.6739526411657559,2.7160911560058594
94,0.1466458658346334,0.6733576642335767,2.7144851684570312
95,0.1482059282371295,0.6727605118829981,2.6937942504882812
96,0.1497659906396256,0.673992673992674,2.6883583068847656
97,0.15132605304212168,0.673394495412844,2.6865234375
98,0.15288611544461778,0.6746323529411765,2.6711502075195312
99,0.1544461778471139,0.6740331491712708,2.65283203125
100,0.15600624024961,0.6734317343173432,2.6506996154785156
101,0.15756630265210608,0.6746765249537893,2.6501312255859375
102,0.1591263650546022,0.674074074074074,2.6470489501953125
103,0.1606864274570983,0.6753246753246753,2.6296615600585938
104,0.1622464898595944,0.6747211895910781,2.6065750122070312
105,0.16380655226209048,0.6741154562383612,2.6058197021484375
106,0.16536661466458658,0.6735074626865671,2.6022300720214844
107,0.1669266770670827,0.6728971962616822,2.5839996337890625
108,0.1684867394695788,0.6722846441947565,2.5807456970214844
109,0.17004680187207488,0.6716697936210131,2.580047607421875
110,0.171606864274571,0.6710526315789473,2.5716705322265625
111,0.1731669266770671,0.6704331450094162,2.5656967163085938
112,0.1747269890795632,0.6698113207547169,2.519317626953125
113,0.17628705148205928,0.6691871455576559,2.510387420654297
114,0.17784711388455537,0.6685606060606061,2.5067596435546875
115,0.1794071762870515,0.6679316888045541,2.5054397583007812
116,0.1809672386895476,0.6673003802281369,2.5013275146484375
117,0.18252730109204368,0.6685714285714286,2.5009841918945312
118,0.1840873634945398,0.6698473282442748,2.481678009033203
119,0.1856474258970359,0.6711281070745698,2.4751510620117188
120,0.187207488299532,0.6704980842911877,2.4482040405273438
121,0.18876755070202808,0.6698656429942419,2.4473037719726562
122,0.19032761310452417,0.6692307692307692,2.424732208251953
123,0.1918876755070203,0.6685934489402697,2.4097137451171875
124,0.1934477379095164,0.667953667953668,2.4076004028320312
125,0.19500780031201248,0.6673114119922631,2.3945274353027344
126,0.1965678627145086,0.6666666666666666,2.3916854858398438
127,0.1981279251170047,0.6660194174757281,2.380584716796875
128,0.1996879875195008,0.6653696498054474,2.378009796142578
129,0.20124804992199688,0.6647173489278753,2.3523902893066406
130,0.20280811232449297,0.6640625,2.3382415771484375
131,0.2043681747269891,0.6653620352250489,2.3234024047851562
132,0.2059282371294852,0.6666666666666666,2.310089111328125
133,0.20748829953198128,0.6660117878192534,2.309673309326172
134,0.2090483619344774,0.6653543307086615,2.2947349548339844
135,0.2106084243369735,0.6646942800788954,2.2807044982910156
136,0.2121684867394696,0.6640316205533597,2.2770004272460938
137,0.21372854914196568,0.6653465346534654,2.2639312744140625
138,0.21528861154446177,0.6646825396825397,2.262950897216797
139,0.2168486739469579,0.6660039761431411,2.2517776489257812
140,0.21840873634945399,0.6653386454183267,2.243206024169922
141,0.21996879875195008,0.6646706586826348,2.2424964904785156
142,0.2215288611544462,0.664,2.233478546142578
143,0.2230889235569423,0.6633266533066132,2.233245849609375
144,0.22464898595943839,0.6646586345381527,2.230823516845703
145,0.22620904836193448,0.6659959758551308,2.226428985595703
146,0.22776911076443057,0.6653225806451613,2.206401824951172
147,0.2293291731669267,0.6646464646464646,2.1884422302246094
148,0.23088923556942278,0.6639676113360324,2.1869888305664062
149,0.23244929797191888,0.6632860040567952,2.1840858459472656
150,0.234009360374415,0.6626016260162602,2.1809654235839844
151,0.2355694227769111,0.6619144602851323,2.174175262451172
152,0.23712948517940718,0.6612244897959184,2.1721420288085938
153,0.23868954758190328,0.6625766871165644,2.1709251403808594
154,0.24024960998439937,0.6618852459016393,2.1670799255371094
155,0.2418096723868955,0.6611909650924025,2.164196014404297
156,0.24336973478939158,0.6625514403292181,2.1560630798339844
157,0.24492979719188768,0.6618556701030928,2.1547470092773438
158,0.2464898595943838,0.6632231404958677,2.15057373046875
159,0.2480499219968799,0.6625258799171843,2.145252227783203
160,0.24960998439937598,0.6618257261410788,2.1396026611328125
161,0.2511700468018721,0.6611226611226612,2.1089401245117188
162,0.25273010920436817,0.6604166666666667,2.106128692626953
163,0.2542901716068643,0.6597077244258872,2.0834503173828125
164,0.25585023400936036,0.6589958158995816,2.078716278076172
165,0.2574102964118565,0.6582809224318659,2.069988250732422
166,0.2589703588143526,0.657563025210084,2.0685501098632812
167,0.26053042121684866,0.6589473684210526,2.053375244140625
168,0.2620904836193448,0.6582278481012658,2.041473388671875
169,0.2636505460218409,0.6575052854122622,2.038982391357422
170,0.26521060842433697,0.6567796610169492,2.0351638793945312
171,0.2667706708268331,0.6560509554140127,2.0348434448242188
172,0.2683307332293292,0.6553191489361702,2.0340042114257812
173,0.2698907956318253,0.6545842217484008,2.0188255310058594
174,0.2714508580343214,0.655982905982906,2.017536163330078
175,0.27301092043681746,0.6552462526766595,1.9974365234375
176,0.2745709828393136,0.6545064377682404,1.9933242797851562
177,0.2761310452418097,0.6537634408602151,1.9810333251953125
178,0.27769110764430577,0.6530172413793104,1.97564697265625
179,0.2792511700468019,0.652267818574514,1.964111328125
180,0.28081123244929795,0.6515151515151515,1.9569473266601562
181,0.2823712948517941,0.6507592190889371,1.956787109375
